country,date,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_hundred,code,continent,population,median_age,new_cases,new_deaths,new_vaccinations,trend_status
Argentina,2021-07-31,5011245.0,110360.63,112030.0,2467.1917,33149440.0,25775864.0,7372712.0,16.236628,ARG,South America,45407904.0,31.73900032043457,443138.0,7212.0,11287096.0,Stable
Lithuania,2021-07-31,283197.0,100534.164,4409.0,1565.183,2583407.0,1415128.0,1249990.0,44.374306,LTU,Europe,2816923.0,42.632999420166016,4044.0,25.0,337027.0,Stable
Nepal,2021-07-31,695389.0,23401.61,9857.0,331.71313,5682627.0,3936724.0,1745903.0,5.8754077,NPL,Asia,29715435.0,24.356000900268555,56584.0,745.0,943934.0,Insufficient data
Jersey,2021-07-31,8297.0,80169.67,69.0,666.71173,142066.0,74267.0,67799.0,65.51071,JEY,Europe,103493.0,42.867000579833984,4764.0,0.0,0.0,Insufficient data
Kyrgyzstan,2021-07-31,42505.0,6110.735,324.0,46.579887,570564.0,453881.0,116456.0,1.6742306,KGZ,Asia,6955792.0,24.975000381469727,36174.0,279.0,64930.0,Insufficient data
Dominica,2021-07-31,210.0,3141.5022,0.0,0.0,40553.0,20892.0,19661.0,29.411942,DMA,North America,66847.0,35.29499816894531,17.0,0.0,0.0,Insufficient data
Sweden,2021-07-31,1100643.0,104949.734,14648.0,1396.7323,10392715.0,6171781.0,3938561.0,37.555405,SWE,Europe,10487335.0,39.72800064086914,10690.0,17.0,0.0,Improving
United States,2021-07-31,34679583.0,101540.63,609964.0,1785.9537,356038140.0,193250300.0,171307490.0,50.15825,USA,North America,341534041.0,37.720001220703125,1373312.0,9045.0,16520889.0,Insufficient data
Bhutan,2021-07-31,2515.0,3220.5562,2.0,2.5610785,963360.0,486242.0,460221.0,58.933105,BTN,Asia,780921.0,28.809999465942383,415.0,1.0,377762.0,Insufficient data
Eritrea,2021-07-31,6545.0,1919.6644,34.0,9.972283,,,,,ERI,Africa,3409450.0,18.405000686645508,609.0,11.0,0.0,Insufficient data
Saint Kitts and Nevis,2021-07-31,589.0,12603.783,3.0,64.19584,43640.0,23872.0,19768.0,42.300777,KNA,North America,46732.0,34.97100067138672,150.0,0.0,369.0,Insufficient data
Benin,2021-07-31,8394.0,610.0509,108.0,7.849118,57886.0,43377.0,14509.0,0.10544709,BEN,Africa,13759507.0,17.645999908447266,195.0,4.0,0.0,Insufficient data
Paraguay,2021-07-31,451695.0,66814.24,14876.0,2200.442,2616835.0,2277822.0,339013.0,5.014644,PRY,South America,6760460.0,26.045000076293945,31931.0,2235.0,1680332.0,Insufficient data
Micronesia (country),2021-07-31,0.0,0.0,0.0,0.0,,,,,FSM,Oceania,112122.0,22.607999801635746,0.0,0.0,0.0,Insufficient data
Suriname,2021-07-31,25218.0,40467.16,643.0,1031.8179,245971.0,186297.0,58081.0,9.32022,SUR,South America,623172.0,27.864999771118164,3858.0,131.0,38651.0,Insufficient data
Comoros,2021-07-31,4028.0,4828.6304,147.0,176.21864,125960.0,84740.0,41220.0,4.941314,COM,Africa,834191.0,20.101999282836918,92.0,1.0,0.0,Insufficient data
Lesotho,2021-07-31,12908.0,5646.2676,374.0,163.59653,72948.0,36637.0,19685.0,0.8610689,LSO,Africa,2286112.0,21.263999938964844,1564.0,45.0,0.0,Insufficient data
Macao,2021-07-31,,,,,509754.0,284657.0,226851.0,32.206684,MAC,Asia,704360.0,37.83100128173828,0.0,0.0,169109.0,Insufficient data
Taiwan,2021-07-31,,,,,8088871.0,7707830.0,381041.0,1.6269823,TWN,Asia,23420107.0,42.91699981689453,0.0,0.0,4991772.0,Insufficient data
Reunion,2021-08-31,48683.0,55858.402,332.0,380.9336,,,,,REU,Africa,871543.0,37.06499862670898,11452.0,57.0,0.0,Insufficient data
Kazakhstan,2021-08-31,859203.0,42885.93,13732.0,685.4138,11995502.0,6629678.0,5365824.0,26.78277,KAZ,Asia,20034612.0,29.347999572753903,225734.0,4655.0,2893921.0,Insufficient data
Georgia,2021-08-31,549811.0,144886.06,7408.0,1952.1543,1210746.0,802083.0,408663.0,10.769077,GEO,Asia,3794782.0,36.63399887084961,130277.0,1588.0,449889.0,Insufficient data
Palestine,2021-08-31,369116.0,69575.3,3943.0,743.2227,1392299.0,935756.0,231138.0,4.356759,PSE,Asia,5305274.0,19.604999542236328,23538.0,72.0,384816.0,Insufficient data
Benin,2021-08-31,15932.0,1157.8904,131.0,9.52069,117984.0,50751.0,21405.0,0.15556517,BEN,Africa,13759507.0,17.645999908447266,7538.0,23.0,0.0,Insufficient data
Montserrat,2021-08-31,29.0,6478.999,1.0,223.41376,2828.0,1460.0,1368.0,30.563004,MSR,North America,4476.0,41.3849983215332,8.0,0.0,0.0,Insufficient data
Moldova,2021-08-31,267204.0,87896.46,6966.0,2291.458,1089888.0,561055.0,528833.0,17.395903,MDA,Europe,3039986.0,37.47800064086914,7848.0,156.0,27749.0,Insufficient data
Cuba,2021-08-31,646513.0,58456.004,5219.0,471.88824,14115595.0,5552931.0,3916641.0,35.41324,CUB,North America,11059822.0,41.505001068115234,270792.0,2526.0,4221545.0,Insufficient data
Saint Barthelemy,2021-08-31,1592.0,145414.69,1.0,91.34088,,,,,BLM,North America,10948.0,38.70700073242188,257.0,0.0,0.0,Insufficient data
Gabon,2021-08-31,25888.0,10650.211,165.0,67.88029,130798.0,77761.0,53037.0,2.181919,GAB,Africa,2430750.0,21.475000381469727,504.0,1.0,0.0,Insufficient data
Guernsey,2021-08-31,1282.0,20109.805,18.0,282.35294,99443.0,32969.0,13618.0,21.361568,GGY,Europe,63750.0,43.880001068115234,334.0,1.0,0.0,Insufficient data
Japan,2021-08-31,1486153.0,11889.454,16041.0,128.33047,136610140.0,75193350.0,61416788.0,49.13438,JPN,Asia,124997585.0,48.54800033569336,560330.0,849.0,36994378.0,Insufficient data
Guadeloupe,2021-08-31,45393.0,117995.23,503.0,1307.5055,,,,,GLP,North America,384702.0,45.86299896240234,25987.0,220.0,0.0,Insufficient data
Philippines,2021-08-31,1989739.0,17459.312,33448.0,293.4953,33706296.0,18697648.0,13958418.0,12.248057,PHL,Asia,113964343.0,24.86599922180176,400785.0,5559.0,2430632.0,Insufficient data
Libya,2021-08-31,307471.0,42563.586,4213.0,583.21075,1031060.0,951010.0,52050.0,0.7205345,LBY,Africa,7223804.0,26.91699981689453,58357.0,704.0,33382.0,Insufficient data
Guinea-Bissau,2021-08-31,5799.0,2754.1694,119.0,56.517704,31090.0,28097.0,2993.0,0.14214915,GNB,Africa,2105535.0,18.732999801635746,1320.0,43.0,0.0,Insufficient data
Saint Pierre and Miquelon,2021-08-31,30.0,5208.3335,0.0,0.0,,,,,SPM,North America,5760.0,45.98899841308594,2.0,0.0,0.0,Insufficient data
New Zealand,2021-08-31,3287.0,640.5246,26.0,5.0665164,3516237.0,2299386.0,1216778.0,23.710869,NZL,Oceania,5131731.0,37.06800079345703,769.0,0.0,1591210.0,Insufficient data
Sao Tome and Principe,2021-08-31,2593.0,11457.583,37.0,163.49039,43987.0,32114.0,11873.0,5.246274,STP,Africa,226313.0,18.86899948120117,147.0,0.0,0.0,Insufficient data
Guyana,2021-08-31,25323.0,30820.143,611.0,743.6365,474491.0,313469.0,161022.0,19.597681,GUY,South America,821638.0,25.304000854492188,2951.0,76.0,15718.0,Insufficient data
Kenya,2021-08-31,235298.0,4337.0938,4720.0,87.00066,2773239.0,1968656.0,804583.0,1.4830351,KEN,Africa,54252458.0,19.27199935913086,33344.0,794.0,935083.0,Insufficient data
Eswatini,2021-08-31,43054.0,35321.402,1094.0,897.5151,181290.0,96175.0,109596.0,8.991231,SWZ,Africa,1218921.0,21.76799964904785,17539.0,315.0,98144.0,Insufficient data
Dominica,2021-08-31,1638.0,24503.717,4.0,59.83814,42529.0,22343.0,20186.0,30.197317,DMA,North America,66847.0,35.29499816894531,1428.0,4.0,0.0,Insufficient data
Thailand,2021-08-31,1204729.0,16794.084,11589.0,161.55222,31771820.0,23401464.0,7780973.0,10.846781,THA,Asia,71735321.0,39.19400024414063,607442.0,6732.0,13686109.0,Increasing
Marshall Islands,2021-08-31,4.0,99.76555,0.0,0.0,,,,,MHL,Oceania,40094.0,20.96500015258789,0.0,0.0,0.0,Insufficient data
Malta,2021-08-31,36294.0,68713.39,458.0,867.10565,797017.0,413985.0,412767.0,78.14686,MLT,Europe,528194.0,39.74599838256836,2321.0,20.0,37199.0,Stable
Cyprus,2021-08-31,115311.0,122622.23,522.0,555.0971,1094400.0,573924.0,520476.0,55.34765,CYP,Europe,1331376.0,37.3390007019043,12384.0,92.0,48762.0,Stable
San Marino,2021-08-31,5371.0,157447.31,90.0,2638.2903,46486.0,21768.0,21580.0,63.26034,SMR,Europe,34113.0,46.78200149536133,180.0,0.0,36.0,Insufficient data
United Arab Emirates,2021-08-31,717374.0,70041.8,2039.0,199.08055,18158992.0,8485738.0,7417604.0,72.42279,ARE,Asia,10242085.0,30.902999877929688,38053.0,96.0,1141811.0,Insufficient data
Micronesia (country),2021-08-31,0.0,0.0,0.0,0.0,,,,,FSM,Oceania,112122.0,22.607999801635746,0.0,0.0,0.0,Insufficient data
Sri Lanka,2021-08-31,440302.0,19281.922,9185.0,402.23404,20126990.0,12423579.0,7703411.0,33.735157,LKA,Asia,22834965.0,32.56100082397461,131490.0,4801.0,5597361.0,Insufficient data
Mozambique,2021-08-31,146053.0,4472.4375,1853.0,56.7426,2297842.0,1643520.0,654322.0,2.003666,MOZ,Africa,32656242.0,16.249000549316406,26103.0,446.0,0.0,Insufficient data
Morocco,2021-08-31,856049.0,22932.504,12540.0,335.93124,33721704.0,18701156.0,15020548.0,40.23821,MAR,Africa,37329068.0,28.875,240050.0,2808.0,7678306.0,Insufficient data
Laos,2021-08-31,15015.0,1986.3717,14.0,1.8520949,4238543.0,2443845.0,1794698.0,23.742506,LAO,Asia,7559008.0,23.972000122070312,8716.0,7.0,1059878.0,Insufficient data
South Sudan,2021-08-31,11436.0,1037.6389,120.0,10.888131,57150.0,52387.0,4763.0,0.043216806,SSD,Africa,11021175.0,17.59000015258789,380.0,1.0,0.0,Insufficient data
Kuwait,2021-08-31,409736.0,89276.555,2418.0,526.85315,2668082.0,1452148.0,923307.0,20.11775,KWT,Asia,4589514.0,33.4630012512207,12638.0,104.0,0.0,Insufficient data
Chad,2021-08-31,4991.0,270.43695,174.0,9.428176,55598.0,40329.0,15269.0,0.08273496,TCD,Africa,18455319.0,15.10200023651123,18.0,0.0,0.0,Insufficient data
Somalia,2021-08-31,17399.0,977.36786,969.0,54.432407,291053.0,194876.0,96177.0,0.5402627,SOM,Africa,17801895.0,15.371000289916992,2041.0,160.0,0.0,Insufficient data
Ghana,2021-08-31,120452.0,3633.6375,1052.0,31.735352,1271393.0,865422.0,405971.0,1.22468,GHA,Africa,33149152.0,20.73600006103516,17433.0,229.0,0.0,Insufficient data
Cote d'Ivoire,2021-08-31,,,,,1353553.0,1181287.0,,,CIV,Africa,30395004.0,17.992000579833984,0.0,0.0,309595.0,Insufficient data
Ecuador,2021-08-31,501201.0,28119.604,32244.0,1809.0317,19456354.0,10817074.0,8817252.0,49.4687,ECU,South America,17823900.0,27.975000381469727,14657.0,653.0,6978744.0,Insufficient data
Poland,2021-08-31,2890047.0,75289.61,75363.0,1963.3075,36286616.0,19284686.0,18787636.0,48.944317,POL,Europe,38385734.0,40.86399841308594,5787.0,84.0,1255271.0,Improving
Malaysia,2021-08-31,1746254.0,50330.86,16664.0,480.2929,35576064.0,20260752.0,15340315.0,44.21414,MYS,Asia,34695494.0,29.572999954223636,632982.0,7640.0,14446701.0,Insufficient data
Cambodia,2021-08-31,93055.0,5409.6333,1903.0,110.62846,19085924.0,10801691.0,8525970.0,49.564632,KHM,Asia,17201721.0,25.59600067138672,15812.0,506.0,6997606.0,Insufficient data
China,2021-08-31,123068.0,86.35263,5683.0,3.9875677,2067589000.0,1072500000.0,889439000.0,62.40891,CHN,Asia,1425179562.0,38.53400039672852,2346.0,48.0,414770000.0,Insufficient data
Sint Maarten (Dutch part),2021-08-31,3641.0,86355.336,49.0,1162.1564,48042.0,25161.0,22881.0,54.26796,SXM,North America,42163.0,41.47999954223633,881.0,15.0,0.0,Insufficient data
Bosnia and Herzegovina,2021-08-31,213379.0,66581.02,9792.0,3055.415,928126.0,567198.0,360928.0,11.2621,BIH,Europe,3204802.0,44.55899810791016,7724.0,105.0,66884.0,Insufficient data
Guatemala,2021-08-31,465799.0,26098.285,11886.0,665.96155,4607145.0,3352959.0,1254186.0,7.0270877,GTM,North America,17847877.0,22.24399948120117,103665.0,1638.0,2247960.0,Stable
Saint Kitts and Nevis,2021-08-31,1053.0,22532.74,3.0,64.19584,45980.0,24266.0,21714.0,46.46495,KNA,North America,46732.0,34.97100067138672,464.0,0.0,626.0,Insufficient data
Oman,2021-08-31,302239.0,63895.215,4430.0,936.5297,3752420.0,2504214.0,1048206.0,22.15973,OMN,Asia,4730229.0,28.972999572753903,5990.0,239.0,0.0,Insufficient data
South Korea,2021-08-31,253440.0,4894.316,2292.0,44.262043,44243068.0,29186952.0,15714263.0,30.346659,KOR,Asia,51782515.0,43.94400024414063,53657.0,194.0,18430490.0,Insufficient data
Belgium,2021-08-31,1173816.0,100827.586,25487.0,2189.2637,16325059.0,8487539.0,8201704.0,70.45039,BEL,Europe,11641814.0,41.1510009765625,57592.0,139.0,1606883.0,Stable
Namibia,2021-08-31,125136.0,43304.63,3386.0,1171.7609,305086.0,204142.0,100944.0,3.4932733,NAM,Africa,2889668.0,20.825000762939453,5851.0,329.0,48552.0,Insufficient data
Solomon Islands,2021-08-31,20.0,25.605736,0.0,0.0,71601.0,53974.0,17627.0,2.2567616,SLB,Oceania,781075.0,20.030000686645508,0.0,0.0,0.0,Insufficient data
Afghanistan,2021-08-31,153220.0,3775.859,7118.0,175.41159,1979652.0,773002.0,430744.0,1.0614989,AFG,Asia,40578847.0,16.75200080871582,6066.0,410.0,0.0,Insufficient data
Niue,2021-08-31,0.0,0.0,0.0,0.0,2352.0,1202.0,1150.0,62.364426,NIU,Oceania,1844.0,36.72100067138672,0.0,0.0,0.0,Insufficient data
Turkey,2021-08-31,6366438.0,73128.305,56258.0,646.2094,94167550.0,48271064.0,37089600.0,42.603092,TUR,Asia,87058469.0,32.071998596191406,661725.0,5029.0,20894887.0,Insufficient data
New Caledonia,2021-08-31,136.0,473.65305,0.0,0.0,151912.0,82172.0,69740.0,24.28865,NCL,Oceania,287130.0,33.5890007019043,2.0,0.0,0.0,Insufficient data
Grenada,2021-08-31,357.0,3053.161,1.0,8.552272,42484.0,23965.0,18519.0,15.837952,GRD,North America,116928.0,32.88600158691406,189.0,0.0,0.0,Insufficient data
Burkina Faso,2021-08-31,13777.0,612.06525,171.0,7.5969486,108799.0,108799.0,13273.0,0.058967423,BFA,Africa,22509038.0,17.041000366210938,197.0,2.0,0.0,Insufficient data
Transnistria,2021-08-31,,,,,,,,,OWID_TRS,Europe,,,0.0,0.0,0.0,Insufficient data
Wallis and Futuna,2021-08-31,453.0,39387.88,7.0,608.6427,9801.0,4952.0,4849.0,42.161552,WLF,Oceania,11501.0,36.5989990234375,0.0,0.0,0.0,Insufficient data
French Guiana,2021-08-31,34775.0,116569.84,217.0,727.40924,,,,,GUF,South America,298319.0,25.23500061035156,4611.0,30.0,0.0,Insufficient data
French Polynesia,2021-08-31,40178.0,143294.3,423.0,1508.6238,235114.0,133302.0,101812.0,36.31111,PYF,Oceania,280388.0,34.15999984741211,20130.0,274.0,0.0,Insufficient data
Netherlands,2021-08-31,1939949.0,108350.28,18037.0,1007.40485,21566170.0,11714081.0,10542237.0,58.88064,NLD,Europe,17904421.0,41.4630012512207,90673.0,214.0,0.0,Improving
Uganda,2021-08-31,119915.0,2534.5193,3014.0,63.7038,1297726.0,901900.0,242310.0,0.5121456,UGA,Africa,47312718.0,16.33799934387207,25720.0,318.0,134275.0,Insufficient data
Bangladesh,2021-08-31,1500618.0,8859.22,26195.0,154.6478,26471820.0,18580196.0,7891624.0,4.6589894,BGD,Asia,169384891.0,24.989999771118164,251134.0,5510.0,11087192.0,Insufficient data
Liechtenstein,2021-08-31,3393.0,86252.48,59.0,1499.822,43159.0,23058.0,,,LIE,Europe,39338.0,44.01399993896485,204.0,0.0,2910.0,Insufficient data
Seychelles,2021-08-31,20062.0,159814.55,102.0,812.53534,143490.0,73777.0,69713.0,55.533604,SYC,Africa,125533.0,33.38800048828125,1734.0,11.0,0.0,Insufficient data
Comoros,2021-08-31,4065.0,4872.985,147.0,176.21864,277419.0,174765.0,41358.0,4.9578576,COM,Africa,834191.0,20.101999282836918,37.0,0.0,0.0,Insufficient data
Iran,2021-08-31,4960744.0,55412.297,107151.0,1196.8937,27057252.0,18611136.0,8446118.0,9.434447,IRN,Asia,89524247.0,32.340999603271484,1109582.0,16807.0,881127.0,Insufficient data
Switzerland,2021-08-31,778081.0,88496.94,10503.0,1194.5842,9651119.0,5039562.0,,,CHE,Europe,8792180.0,41.96099853515625,62351.0,99.0,627138.0,Improving
Algeria,2021-08-31,195574.0,4300.467,5240.0,115.22209,4146091.0,3421279.0,724812.0,1.5937854,DZA,Africa,45477391.0,27.982999801635746,25385.0,1021.0,0.0,Insufficient data
East Timor,2021-08-31,16682.0,12182.876,67.0,48.930145,588299.0,389989.0,198310.0,14.482593,TLS,Asia,1369299.0,20.63999938964844,5784.0,41.0,0.0,Insufficient data
Nauru,2021-08-31,0.0,0.0,0.0,0.0,14863.0,7612.0,7251.0,61.3348,NRU,Oceania,11822.0,20.572999954223636,0.0,0.0,0.0,Insufficient data
Anguilla,2021-08-31,217.0,15279.538,0.0,0.0,18458.0,9493.0,8965.0,63.124912,AIA,North America,14202.0,37.77299880981445,103.0,0.0,0.0,Insufficient data
Sierra Leone,2021-08-31,6367.0,769.2578,121.0,14.619161,193557.0,159793.0,33764.0,0.407935,SLE,Africa,8276809.0,19.040000915527344,88.0,1.0,0.0,Insufficient data
Uruguay,2021-08-31,384692.0,113447.914,6029.0,1777.9872,5624575.0,2649272.0,2528176.0,74.55738,URY,South America,3390913.0,35.49599838256836,3505.0,77.0,796087.0,Increasing
Nigeria,2021-08-31,191805.0,859.53046,2455.0,11.001524,4432282.0,2994933.0,1437349.0,0.64411527,NGA,Africa,223150906.0,17.566999435424805,18394.0,306.0,0.0,Insufficient data
Tonga,2021-08-31,0.0,0.0,0.0,0.0,68404.0,41130.0,27274.0,25.962133,TON,Oceania,105053.0,20.72599983215332,0.0,0.0,0.0,Insufficient data
Mayotte,2021-08-31,19804.0,64871.805,175.0,573.2461,,,,,MYT,Africa,305279.0,16.697999954223633,310.0,1.0,0.0,Insufficient data
Bahamas,2021-08-31,18268.0,45952.38,396.0,996.12115,146738.0,91967.0,57593.0,14.487274,BHS,North America,397542.0,34.23400115966797,3591.0,110.0,0.0,Insufficient data
Trinidad and Tobago,2021-08-31,44481.0,29734.818,1278.0,854.322,908632.0,511292.0,399116.0,26.68025,TTO,North America,1495923.0,36.22600173950195,6234.0,221.0,325117.0,Insufficient data
Tuvalu,2021-08-31,0.0,0.0,0.0,0.0,10692.0,6167.0,4525.0,45.195766,TUV,Oceania,10012.0,24.256000518798828,0.0,0.0,0.0,Insufficient data
Isle of Man,2021-08-31,6641.0,78920.48,48.0,570.4235,127589.0,65118.0,62471.0,74.23943,IMN,Europe,84148.0,45.47600173950195,2009.0,7.0,1578.0,Insufficient data
Albania,2021-08-31,144847.0,51225.875,2492.0,881.3084,1472316.0,830396.0,641920.0,22.701826,ALB,Europe,2827614.0,35.94300079345703,11848.0,35.0,140424.0,Insufficient data
Sweden,2021-08-31,1126586.0,107423.48,14696.0,1401.3093,12671501.0,6753556.0,5632350.0,53.706207,SWE,Europe,10487335.0,39.72800064086914,25943.0,48.0,0.0,Improving
Peru,2021-08-31,2149227.0,64203.105,198209.0,5921.0283,19274424.0,10712168.0,8562255.0,25.577724,PER,South America,33475436.0,29.09600067138672,40632.0,1995.0,5628717.0,Improving
United States Virgin Islands,2021-08-31,5848.0,67590.52,53.0,612.56805,,,,,VIR,North America,86521.0,44.57099914550781,1334.0,17.0,0.0,Insufficient data
India,2021-08-31,32768880.0,22988.877,438560.0,307.67004,644799200.0,497002080.0,147797140.0,10.3686495,IND,Asia,1425423209.0,27.68400001525879,1154887.0,14750.0,140320023.0,Insufficient data
Iceland,2021-08-31,10698.0,28125.395,33.0,86.75809,527448.0,279365.0,263695.0,69.32629,ISL,Europe,380368.0,35.74700164794922,3401.0,3.0,3568.0,Improving
British Virgin Islands,2021-08-31,2568.0,66969.17,37.0,964.89856,29828.0,17095.0,12733.0,33.20555,VGB,North America,38346.0,37.119998931884766,68.0,6.0,0.0,Insufficient data
Bermuda,2021-08-31,2844.0,43907.863,33.0,509.4794,84748.0,42826.0,41922.0,64.72241,BMU,North America,64772.0,44.70299911499024,291.0,0.0,0.0,Insufficient data
Kyrgyzstan,2021-08-31,59974.0,8622.167,587.0,84.39011,1141442.0,685629.0,453130.0,6.514427,KGZ,Asia,6955792.0,24.975000381469727,17469.0,263.0,528727.0,Insufficient data
Singapore,2021-08-31,67620.0,11968.379,55.0,9.734706,8863368.0,4593877.0,4226643.0,74.809326,SGP,Asia,5649888.0,34.87799835205078,2639.0,18.0,1222886.0,Insufficient data
Vatican,2021-08-31,26.0,50682.26,0.0,0.0,,,,,VAT,Europe,513.0,59.875,0.0,0.0,0.0,Insufficient data
Palau,2021-08-31,2.0,112.46064,0.0,0.0,,,,,PLW,Oceania,17784.0,37.48400115966797,2.0,0.0,0.0,Insufficient data
Mauritius,2021-08-31,10676.0,8365.893,31.0,24.29212,1496498.0,791795.0,704703.0,55.22171,MUS,Africa,1276134.0,36.51300048828125,6462.0,11.0,0.0,Insufficient data
Tanzania,2021-08-31,24995.0,386.25092,682.0,10.539033,304603.0,304603.0,304603.0,0.47070688,TZA,Africa,64711822.0,17.124000549316406,23628.0,632.0,0.0,Insufficient data
Gibraltar,2021-08-31,5342.0,141957.42,97.0,2577.662,78854.0,39629.0,39225.0,104.23587,GIB,Europe,37631.0,38.948001861572266,420.0,3.0,229.0,Insufficient data
Norway,2021-08-31,160258.0,29368.516,852.0,156.13557,7002116.0,3887036.0,3113552.0,57.058243,NOR,Europe,5456796.0,39.43600082397461,22323.0,39.0,1543474.0,Stable
Democratic Republic of Congo,2021-08-31,55179.0,538.87335,1059.0,10.342102,97818.0,83081.0,14737.0,0.014392027,COD,Africa,102396974.0,15.765999794006348,5263.0,21.0,0.0,Insufficient data
Denmark,2021-08-31,347350.0,58843.95,2580.0,437.07324,8278683.0,4276235.0,4046701.0,68.55444,DNK,Europe,5902901.0,41.21599960327149,28782.0,32.0,0.0,Improving
Haiti,2021-08-31,21047.0,1829.6007,586.0,50.940563,35741.0,29332.0,6750.0,0.058677267,HTI,North America,11503603.0,23.25,721.0,23.0,11975.0,Insufficient data
Cape Verde,2021-08-31,35283.0,67884.56,310.0,596.4406,309001.0,236158.0,72843.0,14.015007,CPV,Africa,519750.0,27.32200050354004,1520.0,12.0,0.0,Insufficient data
Eritrea,2021-08-31,6642.0,1948.1147,38.0,11.145493,,,,,ERI,Africa,3409450.0,18.405000686645508,97.0,4.0,0.0,Insufficient data
Samoa,2021-08-31,1.0,4.645329,0.0,0.0,134265.0,92319.0,41946.0,19.485298,WSM,Oceania,215270.0,20.090999603271484,0.0,0.0,0.0,Insufficient data
Azerbaijan,2021-08-31,421103.0,40902.42,5592.0,543.1601,6805740.0,4113716.0,2692024.0,26.14807,AZE,Asia,10295307.0,32.0620002746582,77887.0,570.0,1519612.0,Insufficient data
Martinique,2021-08-31,37192.0,106426.45,460.0,1316.3091,,,,,MTQ,North America,349462.0,48.23899841308594,15439.0,336.0,0.0,Insufficient data
Argentina,2021-08-31,5257438.0,115782.445,115535.0,2544.3809,44095560.0,28611692.0,13804175.0,30.40038,ARG,South America,45407904.0,31.73900032043457,246193.0,3505.0,10946118.0,Stable
Monaco,2021-08-31,3057.0,78485.234,35.0,898.58795,47882.0,25930.0,21952.0,56.359436,MCO,Europe,38950.0,54.97499847412109,332.0,2.0,0.0,Insufficient data
North Macedonia,2021-08-31,175612.0,95429.06,6421.0,3489.2263,1253612.0,722579.0,531033.0,28.856789,MKD,Europe,1840236.0,39.90999984741211,19536.0,506.0,203369.0,Insufficient data
Equatorial Guinea,2021-08-31,9477.0,5254.6396,126.0,69.86225,345719.0,197657.0,148062.0,8.20948,GNQ,Africa,1803549.0,21.016000747680664,566.0,3.0,0.0,Insufficient data
Macao,2021-08-31,,,,,598356.0,326165.0,274109.0,38.91604,MAC,Asia,704360.0,37.83100128173828,0.0,0.0,26039.0,Insufficient data
Saint Helena,2021-08-31,0.0,0.0,0.0,0.0,7892.0,4361.0,3531.0,65.76643,SHN,Africa,5369.0,50.2140007019043,0.0,0.0,0.0,Insufficient data
Hong Kong,2021-08-31,,,,,7588520.0,4139930.0,3448389.0,46.188442,HKG,Asia,7465913.0,45.59099960327149,0.0,0.0,1925335.0,Insufficient data
Lesotho,2021-08-31,15247.0,6669.402,431.0,188.5297,201795.0,71597.0,32181.0,1.4076738,LSO,Africa,2286112.0,21.263999938964844,2339.0,57.0,0.0,Insufficient data
Australia,2021-08-31,55661.0,2124.3855,1048.0,39.998493,19663122.0,12293802.0,7369320.0,28.126116,AUS,Oceania,26200987.0,37.512001037597656,21866.0,102.0,7329051.0,Insufficient data
Zambia,2021-08-31,206145.0,10229.031,3599.0,178.58441,575032.0,310173.0,264859.0,1.3142453,ZMB,Africa,20152935.0,17.288000106811523,11049.0,223.0,99890.0,Insufficient data
Bhutan,2021-08-31,2596.0,3324.28,3.0,3.8416178,1045074.0,567143.0,477931.0,61.20094,BTN,Asia,780921.0,28.809999465942383,81.0,1.0,2140.0,Insufficient data
Zimbabwe,2021-08-31,124581.0,7752.8486,4416.0,274.8138,4219824.0,2582405.0,1637419.0,10.189886,ZWE,Africa,16069061.0,17.683000564575195,17091.0,926.0,1394971.0,Insufficient data
Uzbekistan,2021-08-31,74219.0,2124.248,453.0,12.965471,14629853.0,9567976.0,1232807.0,3.52846,UZB,Asia,34938953.0,26.836000442504883,30623.0,237.0,2599828.0,Insufficient data
Fiji,2021-08-31,46716.0,50809.85,496.0,539.4658,825552.0,558944.0,266608.0,28.99716,FJI,Oceania,919428.0,27.475000381469727,16935.0,257.0,0.0,Insufficient data
American Samoa,2021-08-31,0.0,0.0,0.0,0.0,,,,,ASM,Oceania,48365.0,27.927000045776367,0.0,0.0,0.0,Insufficient data
Armenia,2021-08-31,242135.0,84048.97,4844.0,1681.4307,275138.0,176552.0,98586.0,3.4220793,ARM,Asia,2880880.0,35.814998626708984,12025.0,230.0,0.0,Insufficient data
Lebanon,2021-08-31,601226.0,104661.3,8048.0,1400.9943,2457930.0,1367317.0,1090613.0,18.985369,LBN,Asia,5744492.0,28.106000900268555,40830.0,145.0,478437.0,Insufficient data
Belarus,2021-08-31,480364.0,52365.793,3768.0,410.75998,2963378.0,1626825.0,1336553.0,14.57013,BLR,Europe,9173240.0,40.19200134277344,35316.0,323.0,0.0,Stable
Israel,2021-08-31,1067308.0,117246.1,7103.0,780.27997,13832387.0,6023694.0,5524541.0,60.688282,ISR,Asia,9103143.0,29.086000442504883,193930.0,616.0,2581922.0,Insufficient data
Lithuania,2021-08-31,299460.0,106307.484,4560.0,1618.7876,3000693.0,1659947.0,1515373.0,53.79533,LTU,Europe,2816923.0,42.632999420166016,16263.0,151.0,417286.0,Stable
Pitcairn,2021-08-31,0.0,0.0,0.0,0.0,,,,,PCN,Oceania,,,0.0,0.0,0.0,Insufficient data
