country,date,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_hundred,code,continent,population,median_age,new_cases,new_deaths,new_vaccinations,trend_status
East Timor,2022-08-31,23170.0,16921.066,138.0,100.781494,1789540.0,848974.0,741778.0,54.1721,TLS,Asia,1369299.0,20.63999938964844,166.0,5.0,0.0,Insufficient data
Malaysia,2022-08-31,4780284.0,137778.23,36225.0,1044.0837,72084230.0,28101448.0,27507474.0,79.282555,MYS,Asia,34695494.0,29.572999954223636,103014.0,248.0,195453.0,Insufficient data
Tunisia,2022-08-31,1143862.0,94383.21,29234.0,2412.178,13133590.0,7179498.0,6381735.0,52.657455,TUN,Africa,12119338.0,31.74399948120117,15169.0,193.0,0.0,Insufficient data
Azerbaijan,2022-08-31,812816.0,78950.15,9805.0,952.3757,13857111.0,5373253.0,4862494.0,47.230198,AZE,Asia,10295307.0,32.0620002746582,14412.0,58.0,16175.0,Insufficient data
Jamaica,2022-09-30,151829.0,53476.92,3317.0,1168.3074,1491497.0,833515.0,732564.0,25.802229,JAM,North America,2839150.0,31.152999877929688,2066.0,63.0,3221.0,Insufficient data
Dominican Republic,2022-09-30,646082.0,57528.03,4384.0,390.3574,16035018.0,7282511.0,6046737.0,53.840977,DOM,North America,11230734.0,27.316999435424805,7366.0,0.0,59266.0,Insufficient data
Iraq,2022-09-30,2460318.0,55826.797,25356.0,575.3501,19264920.0,11163251.0,7852141.0,17.817204,IRQ,Asia,44070556.0,20.093000411987305,2447.0,10.0,0.0,Insufficient data
Madagascar,2022-09-30,66676.0,2190.6045,1410.0,46.3248,1871165.0,1579817.0,1515383.0,4.97871,MDG,Africa,30437261.0,18.718000411987305,50.0,0.0,0.0,Insufficient data
Hungary,2022-09-30,2094142.0,216240.75,47503.0,4905.152,16530488.0,6418057.0,6204361.0,64.066124,HUN,Europe,9684308.0,42.99300003051758,45595.0,212.0,0.0,Improving
Tanzania,2022-09-30,39450.0,609.62585,845.0,13.057892,26202010.0,21798918.0,19944580.0,30.820612,TZA,Africa,64711822.0,17.124000549316406,499.0,0.0,0.0,Insufficient data
El Salvador,2022-09-30,201785.0,32129.752,4229.0,673.3738,11127982.0,4630037.0,4330643.0,68.95581,SLV,North America,6280316.0,26.51000022888184,0.0,6.0,0.0,Insufficient data
United Arab Emirates,2022-09-30,1027031.0,100275.58,2345.0,228.95729,24922054.0,9991089.0,9792266.0,95.60813,ARE,Asia,10242085.0,30.902999877929688,12132.0,4.0,0.0,Insufficient data
China,2022-09-30,7618476.0,5345.6255,26500.0,18.594149,3436911000.0,1302773000.0,1271408000.0,89.21037,CHN,Asia,1425179562.0,38.53400039672852,1217002.0,1617.0,4133000.0,Insufficient data
Comoros,2022-09-30,8473.0,10157.146,160.0,191.8026,804403.0,423255.0,382032.0,45.796707,COM,Africa,834191.0,20.101999282836918,18.0,0.0,0.0,Insufficient data
Slovakia,2022-09-30,1843685.0,336857.2,20457.0,3737.6707,5754313.0,2595901.0,2577827.0,47.099125,SVK,Europe,5473195.0,40.90399932861328,9470.0,104.0,0.0,Improving
Falkland Islands,2022-09-30,1923.0,547083.94,0.0,0.0,4407.0,2632.0,1775.0,50.497868,FLK,South America,3515.0,40.935001373291016,37.0,0.0,0.0,Insufficient data
Tuvalu,2022-09-30,20.0,1997.6029,0.0,0.0,25591.0,9603.0,9322.0,93.10827,TUV,Oceania,10012.0,24.256000518798828,0.0,0.0,0.0,Insufficient data
Costa Rica,2022-09-30,1117989.0,220000.19,8953.0,1761.7898,11913344.0,4471009.0,4203167.0,82.710785,CRI,North America,5081764.0,33.5359992980957,29273.0,97.0,0.0,Improving
Micronesia (country),2022-09-30,13953.0,124444.805,33.0,294.32227,,,,,FSM,Oceania,112122.0,22.607999801635746,6478.0,6.0,0.0,Insufficient data
Morocco,2022-09-30,1264935.0,33886.06,16278.0,436.0677,55269800.0,25003222.0,23499340.0,62.95185,MAR,Africa,37329068.0,28.875,547.0,5.0,0.0,Insufficient data
Bulgaria,2022-09-30,1244488.0,182319.53,37643.0,5514.761,4549869.0,2101905.0,2071895.0,30.353601,BGR,Europe,6825862.0,44.15399932861328,15270.0,112.0,24021.0,Improving
Paraguay,2022-09-30,716059.0,105918.68,19583.0,2896.6963,9390960.0,3963563.0,3512972.0,51.963505,PRY,South America,6760460.0,26.045000076293945,897.0,105.0,0.0,Insufficient data
Mayotte,2022-09-30,40261.0,131882.64,187.0,612.55444,,,,,MYT,Africa,305279.0,16.697999954223633,257.0,0.0,0.0,Insufficient data
Barbados,2022-09-30,102516.0,363114.72,559.0,1979.9946,318281.0,163631.0,154650.0,54.77749,BRB,North America,282324.0,38.652000427246094,1691.0,20.0,462.0,Insufficient data
Montenegro,2022-09-30,238911.0,388695.0,2606.0,4239.8184,679171.0,292783.0,284869.0,46.346615,MNE,Europe,614649.0,39.08000183105469,4380.0,10.0,0.0,Insufficient data
United States,2022-09-30,94970674.0,278070.88,1048104.0,3068.8127,626922100.0,264446660.0,226506050.0,66.3202,USA,North America,341534041.0,37.720001220703125,1858371.0,12795.0,13633621.0,Insufficient data
Malawi,2022-09-30,88024.0,4279.506,2682.0,130.3921,4575245.0,3231900.0,2496426.0,12.136995,MWI,Africa,20568731.0,17.334999084472656,168.0,7.0,0.0,Insufficient data
Germany,2022-09-30,33001628.0,392473.66,152769.0,1816.8136,185932640.0,64813870.0,63498670.0,75.51614,DEU,Europe,84086227.0,45.02399826049805,921289.0,1542.0,1083375.0,Insufficient data
Lebanon,2022-09-30,1215665.0,211622.72,10675.0,1858.3019,5778363.0,2727295.0,2402926.0,41.830086,LBN,Asia,5744492.0,28.106000900268555,6740.0,51.0,0.0,Insufficient data
Kyrgyzstan,2022-09-30,87971.0,12647.158,1024.0,147.21544,3256644.0,1602987.0,1340840.0,19.276598,KGZ,Asia,6955792.0,24.975000381469727,367.0,0.0,50948.0,Insufficient data
Martinique,2022-09-30,220192.0,630088.56,1042.0,2981.726,,,,,MTQ,North America,349462.0,48.23899841308594,4610.0,20.0,0.0,Insufficient data
Italy,2022-09-30,22432803.0,376268.7,177054.0,2969.7527,140896200.0,50913520.0,47926572.0,80.38794,ITA,Europe,59619106.0,47.11600112915039,586860.0,1549.0,445990.0,Insufficient data
Reunion,2022-09-30,476571.0,546812.94,893.0,1024.6195,,,,,REU,Africa,871543.0,37.06499862670898,16195.0,32.0,0.0,Insufficient data
Seychelles,2022-09-30,47141.0,375526.75,169.0,1346.2595,215396.0,85492.0,81295.0,64.759865,SYC,Africa,125533.0,33.38800048828125,1060.0,0.0,0.0,Insufficient data
Belgium,2022-09-30,4550651.0,390888.47,32641.0,2803.7727,27544702.0,9252981.0,9157730.0,78.6624,BEL,Europe,11641814.0,41.1510009765625,60716.0,148.0,1836343.0,Stable
Kiribati,2022-09-30,3430.0,26286.95,13.0,99.62984,159883.0,82774.0,62876.0,48.18712,KIR,Oceania,130483.0,22.52899932861328,0.0,0.0,0.0,Insufficient data
Monaco,2022-09-30,15151.0,388985.88,63.0,1617.4583,65140.0,28875.0,25667.0,65.8973,MCO,Europe,38950.0,54.97499847412109,244.0,2.0,0.0,Insufficient data
Saint Vincent and the Grenadines,2022-09-30,9448.0,92570.27,116.0,1136.5529,72687.0,37220.0,31319.0,30.68595,VCT,North America,102063.0,33.632999420166016,20.0,1.0,0.0,Insufficient data
Cyprus,2022-09-30,587994.0,625275.44,1182.0,1256.9441,1794533.0,669939.0,645735.0,68.66775,CYP,Europe,1331376.0,37.3390007019043,11716.0,14.0,0.0,Stable
Saint Helena,2022-09-30,1874.0,349040.78,0.0,0.0,7892.0,4361.0,3531.0,65.76643,SHN,Africa,5369.0,50.2140007019043,1843.0,0.0,0.0,Insufficient data
Cayman Islands,2022-09-30,30661.0,428166.47,32.0,446.86496,148160.0,61663.0,60145.0,83.98967,CYM,North America,71610.0,37.499000549316406,447.0,3.0,0.0,Insufficient data
Guyana,2022-09-30,71331.0,86815.6,1281.0,1559.0808,913974.0,485891.0,368450.0,44.84335,GUY,South America,821638.0,25.304000854492188,349.0,3.0,0.0,Insufficient data
Vietnam,2022-09-30,11477886.0,115146.57,43149.0,432.87234,259794450.0,89975150.0,84234230.0,84.50409,VNM,Asia,99680656.0,31.9379997253418,68934.0,32.0,0.0,Insufficient data
Chad,2022-09-30,7581.0,410.77588,193.0,10.457689,3876928.0,3739193.0,3611617.0,19.569519,TCD,Africa,18455319.0,15.10200023651123,45.0,0.0,0.0,Insufficient data
Puerto Rico,2022-09-30,1022668.0,315543.6,5174.0,1596.4347,,,,,PRI,North America,3240972.0,45.196998596191406,33456.0,168.0,0.0,Insufficient data
United Kingdom,2022-09-30,23681320.0,347338.78,208353.0,3055.9563,151248820.0,53806964.0,50745900.0,74.43005,GBR,Europe,68179315.0,39.50400161743164,159707.0,1445.0,42462.0,Improving
Israel,2022-09-30,4662195.0,512152.22,11712.0,1286.5886,18251404.0,6720984.0,6156911.0,67.635,ISR,Asia,9103143.0,29.086000442504883,28989.0,62.0,19670.0,Insufficient data
Turkey,2022-09-30,16895658.0,194072.53,101200.0,1162.4371,152315300.0,57928376.0,53162150.0,61.064884,TUR,Asia,87058469.0,32.071998596191406,98772.0,341.0,304488.0,Insufficient data
Zimbabwe,2022-09-30,257465.0,16022.405,5602.0,348.62024,12208513.0,6433036.0,4746214.0,29.53635,ZWE,Africa,16069061.0,17.683000564575195,739.0,6.0,29406.0,Insufficient data
South Africa,2022-09-30,4018768.0,64425.617,102185.0,1638.1467,37641904.0,22330558.0,19401052.0,31.102186,ZAF,Africa,62378417.0,27.91900062561035,7111.0,101.0,177219.0,Insufficient data
Russia,2022-09-30,20985756.0,144152.84,387269.0,2660.182,178107280.0,85094650.0,76879530.0,52.80917,RUS,Europe,145579889.0,39.07099914550781,1456787.0,2923.0,1590457.0,Insufficient data
Bonaire Sint Eustatius and Saba,2022-09-30,11323.0,395162.97,38.0,1326.1674,35845.0,19109.0,16736.0,58.407204,BES,North America,28654.0,39.77299880981445,150.0,0.0,0.0,Insufficient data
Ghana,2022-09-30,169569.0,5115.3345,1459.0,44.01319,19340804.0,11471547.0,8361840.0,25.2249,GHA,Africa,33149152.0,20.73600006103516,989.0,0.0,0.0,Insufficient data
Syria,2022-09-30,57299.0,2550.9111,3163.0,140.81453,4709714.0,3015708.0,2088765.0,9.299035,SYR,Asia,22462170.0,21.58799934387207,273.0,0.0,0.0,Insufficient data
Anguilla,2022-09-30,3865.0,272144.78,12.0,844.9514,24408.0,10850.0,10342.0,72.82073,AIA,North America,14202.0,37.77299880981445,28.0,1.0,0.0,Insufficient data
Macao,2022-09-30,,,,,1507144.0,625026.0,599409.0,85.09981,MAC,Asia,704360.0,37.83100128173828,0.0,0.0,9558.0,Insufficient data
Iran,2022-09-30,7548320.0,84315.93,144421.0,1613.2054,154472450.0,65053044.0,58442590.0,65.2813,IRN,Asia,89524247.0,32.340999603271484,20821.0,601.0,0.0,Insufficient data
Central African Republic,2022-09-30,14956.0,2933.6777,113.0,22.16539,1714941.0,1667260.0,1577767.0,30.948513,CAF,Africa,5098038.0,14.29800033569336,72.0,0.0,0.0,Insufficient data
Mali,2022-09-30,32635.0,1414.4458,742.0,32.1593,3126178.0,2283516.0,1743277.0,7.5556026,MLI,Africa,23072641.0,15.348999977111816,1270.0,3.0,0.0,Insufficient data
Estonia,2022-09-30,584186.0,432700.56,2554.0,1891.7216,2053343.0,867011.0,859416.0,63.65606,EST,Europe,1350093.0,41.625,4113.0,30.0,25032.0,Improving
Guinea,2022-09-30,37950.0,2700.0806,455.0,32.37251,7472471.0,5137173.0,2894177.0,20.591597,GIN,Africa,14055136.0,17.836000442504883,298.0,6.0,0.0,Insufficient data
Curacao,2022-09-30,45368.0,244769.36,287.0,1548.4219,255764.0,108500.0,99869.0,53.881306,CUW,North America,185350.0,37.95399856567383,66.0,0.0,172.0,Insufficient data
Saint Barthelemy,2022-09-30,5285.0,482736.56,5.0,456.7044,,,,,BLM,North America,10948.0,38.70700073242188,22.0,0.0,0.0,Insufficient data
Switzerland,2022-09-30,4097849.0,466078.84,13601.0,1546.9429,16021490.0,6092663.0,,,CHE,Europe,8792180.0,41.96099853515625,67693.0,39.0,36901.0,Improving
Somalia,2022-09-30,27216.0,1528.826,1361.0,76.45254,5656748.0,4661532.0,3460897.0,19.441172,SOM,Africa,17801895.0,15.371000289916992,35.0,0.0,0.0,Insufficient data
Norway,2022-09-30,1462933.0,268093.78,4164.0,763.08514,11988926.0,4346076.0,4053456.0,74.28271,NOR,Europe,5456796.0,39.43600082397461,2266.0,117.0,239611.0,Stable
Sweden,2022-09-30,2591750.0,247131.42,20394.0,1944.6313,24024084.0,7764378.0,7581218.0,72.28927,SWE,Europe,10487335.0,39.72800064086914,22014.0,410.0,0.0,Improving
Guadeloupe,2022-09-30,195214.0,507442.12,990.0,2573.4204,,,,,GLP,North America,384702.0,45.86299896240234,2450.0,4.0,0.0,Insufficient data
South Sudan,2022-09-30,18115.0,1643.6542,138.0,12.521351,2119583.0,2069293.0,2027314.0,18.394718,SSD,Africa,11021175.0,17.59000015258789,335.0,0.0,0.0,Insufficient data
Pakistan,2022-09-30,1572555.0,6452.8135,30613.0,125.61722,296880480.0,139394290.0,131356216.0,53.90064,PAK,Asia,243700667.0,20.14800071716309,3706.0,38.0,2849087.0,Insufficient data
Netherlands,2022-09-30,8420389.0,470296.62,22655.0,1265.33,36269800.0,12573200.0,11761333.0,65.689545,NLD,Europe,17904421.0,41.4630012512207,36206.0,47.0,0.0,Improving
Jordan,2022-09-30,1746997.0,155202.14,14122.0,1254.5897,10057975.0,4821579.0,4558313.0,40.495773,JOR,Asia,11256269.0,23.94300079345703,11502.0,12.0,0.0,Insufficient data
Equatorial Guinea,2022-09-30,16919.0,9380.948,183.0,101.466606,488738.0,270109.0,214032.0,11.867269,GNQ,Africa,1803549.0,21.016000747680664,60.0,0.0,0.0,Insufficient data
Denmark,2022-09-30,3298293.0,558758.0,7065.0,1196.8691,13177266.0,4744300.0,4709156.0,79.77698,DNK,Europe,5902901.0,41.21599960327149,25848.0,145.0,0.0,Improving
Vanuatu,2022-09-30,11974.0,38248.137,14.0,44.71972,289912.0,143339.0,130607.0,41.719345,VUT,Oceania,313061.0,20.121000289916992,164.0,0.0,0.0,Insufficient data
Finland,2022-09-30,1327107.0,238289.73,6666.0,1196.9188,12828674.0,4521963.0,4343048.0,77.98193,FIN,Europe,5569300.0,42.5260009765625,46717.0,632.0,0.0,Improving
Austria,2022-09-30,5114447.0,564217.2,20788.0,2293.297,19387052.0,6890334.0,6672915.0,73.61447,AUT,Europe,9064678.0,42.83200073242188,181083.0,166.0,0.0,Improving
Saint Lucia,2022-09-30,29408.0,164479.8,393.0,2198.0603,122552.0,59973.0,54780.0,30.638613,LCA,North America,178794.0,33.316001892089844,633.0,2.0,0.0,Insufficient data
Taiwan,2022-09-30,,,,,61787492.0,21721462.0,20345492.0,86.871895,TWN,Asia,23420107.0,42.91699981689453,0.0,0.0,824269.0,Insufficient data
Cote d'Ivoire,2022-09-30,,,,,18547812.0,10721755.0,8817755.0,29.01054,CIV,Africa,30395004.0,17.992000579833984,0.0,0.0,0.0,Insufficient data
Papua New Guinea,2022-09-30,45021.0,4412.449,668.0,65.4698,672183.0,352536.0,292910.0,2.8707726,PNG,Oceania,10203177.0,22.12700080871582,137.0,4.0,0.0,Insufficient data
New Zealand,2022-09-30,1762209.0,343394.66,2095.0,408.24432,11774730.0,4297194.0,4132693.0,80.53214,NZL,Oceania,5131731.0,37.06800079345703,37600.0,0.0,82893.0,Insufficient data
Afghanistan,2022-09-30,199067.0,4905.684,7799.0,192.19373,11881035.0,10929549.0,10245183.0,25.247595,AFG,Asia,40578847.0,16.75200080871582,5817.0,22.0,9447.0,Insufficient data
Sudan,2022-09-30,63319.0,1282.1935,4962.0,100.479225,8179010.0,6651268.0,4536964.0,9.187235,SDN,Africa,49383344.0,18.1200008392334,67.0,1.0,0.0,Insufficient data
Portugal,2022-09-30,5470091.0,525108.2,25039.0,2403.65,25723948.0,9781633.0,8896503.0,85.40309,PRT,Europe,10417074.0,45.805999755859375,69098.0,170.0,0.0,Insufficient data
Brunei,2022-09-30,229665.0,504343.7,132.0,289.8716,1273212.0,449769.0,444757.0,97.66851,BRN,Asia,455374.0,31.275999069213867,6606.0,3.0,0.0,Insufficient data
Bermuda,2022-09-30,18154.0,280275.44,148.0,2284.938,132042.0,48554.0,47657.0,73.576546,BMU,North America,64772.0,44.70299911499024,241.0,0.0,0.0,Insufficient data
Cambodia,2022-09-30,137870.0,8014.8955,3056.0,177.65665,40352988.0,15195683.0,14549947.0,84.58425,KHM,Asia,17201721.0,25.59600067138672,274.0,0.0,0.0,Insufficient data
Fiji,2022-09-30,68245.0,74225.5,878.0,954.9415,1541594.0,709998.0,638615.0,69.457855,FJI,Oceania,919428.0,27.475000381469727,92.0,0.0,0.0,Insufficient data
Liberia,2022-09-30,7975.0,1484.1912,294.0,54.71501,3657724.0,3634393.0,3062225.0,56.989685,LBR,Africa,5373297.0,18.18000030517578,65.0,0.0,0.0,Insufficient data
Sierra Leone,2022-09-30,7751.0,936.472,125.0,15.102439,4258299.0,3122384.0,2414975.0,29.177608,SLE,Africa,8276809.0,19.040000915527344,4.0,0.0,0.0,Insufficient data
Oman,2022-09-30,398424.0,84229.33,4628.0,978.3881,7075878.0,3255730.0,3047955.0,64.43568,OMN,Asia,4730229.0,28.972999572753903,431.0,0.0,0.0,Insufficient data
Armenia,2022-09-30,442386.0,153559.33,8677.0,3011.927,2150112.0,1118674.0,985807.0,34.218952,ARM,Asia,2880880.0,35.814998626708984,7988.0,22.0,0.0,Insufficient data
Namibia,2022-09-30,166774.0,57713.9,4080.0,1411.9269,952713.0,587544.0,514487.0,17.804363,NAM,Africa,2889668.0,20.825000762939453,105.0,3.0,0.0,Insufficient data
Djibouti,2022-09-30,15690.0,13798.247,189.0,166.21214,260427.0,239808.0,219441.0,19.298286,DJI,Africa,1137101.0,24.084999084472656,0.0,0.0,0.0,Insufficient data
Maldives,2022-09-30,185042.0,353055.44,308.0,587.6562,950888.0,399102.0,384963.0,73.44996,MDV,Asia,524116.0,30.339000701904297,186.0,0.0,0.0,Insufficient data
Azerbaijan,2022-09-30,821311.0,79775.28,9913.0,962.8659,13857111.0,5373253.0,4862494.0,47.230198,AZE,Asia,10295307.0,32.0620002746582,8495.0,108.0,0.0,Insufficient data
Saint Kitts and Nevis,2022-09-30,6544.0,140032.53,46.0,984.33624,64225.0,33794.0,26944.0,57.656425,KNA,North America,46732.0,34.97100067138672,32.0,0.0,0.0,Insufficient data
Saint Martin (French part),2022-09-30,11978.0,414478.0,46.0,1591.7506,,,,,MAF,North America,28899.0,38.400001525878906,37.0,0.0,0.0,Insufficient data
Brazil,2022-09-30,34654190.0,164779.52,685927.0,3261.56,472972320.0,187327660.0,172264690.0,81.91129,BRA,South America,210306411.0,33.50600051879883,256985.0,2305.0,2448139.0,Improving
Guinea-Bissau,2022-09-30,8831.0,4194.1836,176.0,83.5892,592609.0,543650.0,361350.0,17.16191,GNB,Africa,2105535.0,18.732999801635746,35.0,1.0,0.0,Insufficient data
Peru,2022-09-30,4143085.0,123764.93,216539.0,6468.5938,84602710.0,29898788.0,28263954.0,84.43192,PER,South America,33475436.0,29.09600067138672,42162.0,854.0,1255271.0,Improving
Bangladesh,2022-09-30,2025197.0,11956.185,29363.0,173.35077,298387700.0,131668680.0,121715544.0,71.85738,BGD,Asia,169384891.0,24.989999771118164,13251.0,40.0,240397.0,Insufficient data
France,2022-09-30,34005579.0,529044.0,155357.0,2416.9766,150124640.0,54602236.0,53095530.0,80.111046,FRA,Europe,66277412.0,41.56700134277344,638530.0,984.0,638350.0,Insufficient data
Uruguay,2022-09-30,985422.0,290606.7,7485.0,2207.37,8763329.0,3008609.0,2900307.0,85.531746,URY,South America,3390913.0,35.49599838256836,6262.0,40.0,10082.0,Increasing
Bahrain,2022-09-30,679912.0,443384.25,1520.0,991.2225,3471077.0,1240612.0,1226049.0,79.95311,BHR,Asia,1533460.0,31.683000564575195,8428.0,5.0,3722.0,Insufficient data
Pitcairn,2022-09-30,4.0,88888.89,0.0,0.0,,,,,PCN,Oceania,,,0.0,0.0,0.0,Insufficient data
Luxembourg,2022-09-30,330915.0,506516.75,906.0,1386.7736,1348663.0,481710.0,37868.0,5.796285,LUX,Europe,653315.0,38.67599868774414,5555.0,5.0,6102.0,Stable
Malta,2022-09-30,114566.0,216901.36,825.0,1561.9261,1335388.0,477966.0,470845.0,89.14243,MLT,Europe,528194.0,39.74599838256836,574.0,3.0,962.0,Stable
Aruba,2022-09-30,43145.0,400261.62,230.0,2133.739,173442.0,89825.0,83617.0,77.57255,ABW,North America,107792.0,40.766998291015625,297.0,3.0,257.0,Insufficient data
Bhutan,2022-09-30,62075.0,79489.48,21.0,26.891325,1975592.0,697310.0,676343.0,86.608376,BTN,Asia,780921.0,28.809999465942383,932.0,0.0,0.0,Insufficient data
Libya,2022-09-30,506991.0,70183.38,6437.0,891.0818,3710544.0,2304757.0,1229045.0,17.01382,LBY,Africa,7223804.0,26.91699981689453,216.0,0.0,0.0,Insufficient data
Liechtenstein,2022-09-30,19784.0,502923.38,86.0,2186.1814,71468.0,26757.0,,,LIE,Europe,39338.0,44.01399993896485,631.0,0.0,0.0,Insufficient data
Suriname,2022-09-30,81106.0,130150.266,1385.0,2222.5005,505699.0,267820.0,237879.0,38.172287,SUR,South America,623172.0,27.864999771118164,84.0,2.0,0.0,Insufficient data
Saudi Arabia,2022-09-30,816389.0,25373.12,9351.0,290.6262,60953970.0,25960748.0,24199236.0,75.21048,SAU,Asia,32175351.0,28.731000900268555,3013.0,58.0,0.0,Insufficient data
Canada,2022-09-30,4240286.0,109225.875,44333.0,1141.9774,90181416.0,33365904.0,31581862.0,81.351974,CAN,North America,38821259.0,40.25299835205078,73848.0,1006.0,1402257.0,Insufficient data
Japan,2022-09-30,21229216.0,169837.02,44894.0,359.15894,325473380.0,104251464.0,102890776.0,82.31421,JPN,Asia,124997585.0,48.54800033569336,2457212.0,4696.0,7772621.0,Insufficient data
Antigua and Barbuda,2022-09-30,9098.0,97986.0,146.0,1572.4286,136512.0,64290.0,62384.0,67.187935,ATG,North America,92850.0,35.071998596191406,149.0,1.0,0.0,Insufficient data
Marshall Islands,2022-09-30,15305.0,381727.94,17.0,424.0036,,,,,MHL,Oceania,40094.0,20.96500015258789,291.0,0.0,0.0,Insufficient data
Algeria,2022-09-30,270674.0,5951.8364,6879.0,151.26198,15267442.0,7840131.0,6481186.0,14.251447,DZA,Africa,45477391.0,27.982999801635746,402.0,1.0,0.0,Insufficient data
Honduras,2022-09-30,456391.0,43615.848,10993.0,1050.5663,15527895.0,6352088.0,5614564.0,53.656616,HND,North America,10463880.0,23.20599937438965,2398.0,20.0,0.0,Insufficient data
Rwanda,2022-09-30,132494.0,9705.791,1466.0,107.391205,26106436.0,9174616.0,8945720.0,65.53149,RWA,Africa,13651025.0,19.21999931335449,72.0,0.0,0.0,Insufficient data
Montserrat,2022-09-30,1396.0,311885.62,8.0,1787.31,4544.0,2099.0,1935.0,43.230564,MSR,North America,4476.0,41.3849983215332,270.0,0.0,0.0,Insufficient data
Georgia,2022-09-30,1791551.0,472109.06,16861.0,4443.2065,2921949.0,1645776.0,1276173.0,33.62968,GEO,Asia,3794782.0,36.63399887084961,49869.0,22.0,0.0,Insufficient data
Tokelau,2022-09-30,0.0,0.0,0.0,0.0,3326.0,1339.0,1125.0,48.65917,TKL,Oceania,2312.0,26.55500030517578,0.0,0.0,0.0,Insufficient data
Togo,2022-09-30,39053.0,4840.1113,285.0,35.322044,3286253.0,2164950.0,1435999.0,17.79734,TGO,Africa,8068616.0,18.113000869750977,562.0,3.0,0.0,Insufficient data
Uganda,2022-09-30,169120.0,3574.5146,3630.0,76.72356,25400084.0,18582784.0,12704592.0,26.852383,UGA,Africa,47312718.0,16.33799934387207,203.0,2.0,0.0,Insufficient data
Dominica,2022-09-30,15747.0,235567.8,74.0,1107.0055,67639.0,32989.0,30657.0,45.861446,DMA,North America,66847.0,35.29499816894531,895.0,6.0,0.0,Insufficient data
Egypt,2022-09-30,515371.0,4576.265,24797.0,220.18634,98911420.0,52995444.0,39585390.0,35.150066,EGY,Africa,112618252.0,23.8129997253418,63.0,3.0,0.0,Insufficient data
Mozambique,2022-09-30,230312.0,7052.618,2222.0,68.04212,19066508.0,13465329.0,12861896.0,39.38572,MOZ,Africa,32656242.0,16.249000549316406,236.0,2.0,0.0,Insufficient data
Cuba,2022-09-30,1111179.0,100469.88,8530.0,771.26013,42063370.0,10704693.0,9993273.0,90.356544,CUB,North America,11059822.0,41.505001068115234,682.0,0.0,489652.0,Insufficient data
Kosovo,2022-09-30,272015.0,158336.97,3189.0,1856.2822,1836213.0,906308.0,824706.0,48.005238,OWID_KOS,Europe,1717950.0,30.808000564575195,773.0,5.0,292.0,Insufficient data
North Macedonia,2022-09-30,342570.0,186155.47,9841.0,5347.6836,1861711.0,854316.0,837888.0,45.53155,MKD,Europe,1840236.0,39.90999984741211,2745.0,29.0,0.0,Insufficient data
Nicaragua,2022-09-30,15070.0,2239.007,245.0,36.40058,11829966.0,6077838.0,5752128.0,85.46155,NIC,North America,6730662.0,24.91200065612793,139.0,1.0,0.0,Insufficient data
Jersey,2022-09-30,60303.0,582677.06,139.0,1343.086,245039.0,84019.0,81421.0,78.67295,JEY,Europe,103493.0,42.867000579833984,1289.0,3.0,0.0,Insufficient data
East Timor,2022-09-30,23257.0,16984.604,138.0,100.781494,1820082.0,853527.0,749160.0,54.711205,TLS,Asia,1369299.0,20.63999938964844,87.0,0.0,0.0,Insufficient data
Tajikistan,2022-09-30,17786.0,1746.7689,125.0,12.276292,15441380.0,5282863.0,5120562.0,50.28921,TJK,Asia,10182228.0,21.742000579833984,0.0,0.0,0.0,Insufficient data
Palau,2022-09-30,5481.0,308198.38,6.0,337.38193,,,,,PLW,Oceania,17784.0,37.48400115966797,133.0,0.0,0.0,Insufficient data
Indonesia,2022-09-30,6431624.0,23066.428,158112.0,567.05414,437867680.0,203435380.0,170706800.0,61.222424,IDN,Asia,278830527.0,29.56100082397461,72816.0,546.0,0.0,Insufficient data
Panama,2022-09-30,986866.0,224248.23,8497.0,1930.7963,8622442.0,3503598.0,3151403.0,71.61018,PAN,North America,4400775.0,29.27300071716309,8685.0,27.0,0.0,Increasing
Ireland,2022-09-30,1663886.0,325612.75,8016.0,1568.6842,11069243.0,4105271.0,4060076.0,79.45331,IRL,Europe,5110015.0,37.99700164794922,7778.0,69.0,11987.0,Stable
Guatemala,2022-09-30,1122517.0,62893.586,19779.0,1108.199,19670066.0,8792190.0,6901801.0,38.67015,GTM,North America,17847877.0,22.24399948120117,24190.0,319.0,0.0,Stable
Sri Lanka,2022-09-30,670773.0,29374.82,16761.0,734.0059,39994990.0,17130182.0,14687790.0,64.32149,LKA,Asia,22834965.0,32.56100082397461,816.0,63.0,0.0,Insufficient data
Greece,2022-09-30,4528867.0,434946.0,33125.0,3181.2783,21422686.0,7928417.0,7638543.0,73.35949,GRC,Europe,10412481.0,45.39099884033203,117741.0,533.0,90343.0,Improving
Iceland,2022-09-30,203631.0,535352.6,117.0,307.59686,805469.0,309770.0,290193.0,76.292694,ISL,Europe,380368.0,35.74700164794922,1270.0,0.0,0.0,Improving
Andorra,2022-09-30,46227.0,579852.5,155.0,1944.2563,154216.0,57894.0,53478.0,67.080605,AND,Europe,79722.0,42.83200073242188,200.0,1.0,0.0,Insufficient data
