country,total_cases,new_cases,total_cases_per_million,total_deaths,new_deaths,total_deaths_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,people_fully_vaccinated_per_hundred,code,continent,population,median_age,trend_status,last_update
Mozambique,233935.0,0.0,7163.5615,2252.0,0.0,68.960785,34950856.0,22869646.0,21329744.0,,65.31598,MOZ,Africa,32656242.0,16.249000549316406,Insufficient data,2026-04-26
Luxembourg,401645.0,0.0,614780.0,1000.0,0.0,1530.6552,1374547.0,481957.0,37868.0,,5.796285,LUX,Europe,653315.0,38.67599868774414,Stable,2026-04-26
India,45056221.0,0.0,31609.014,533849.0,0.0,374.51965,2206868000.0,1027438900.0,951990500.0,,66.78652,IND,Asia,1425423209.0,27.68400001525879,Insufficient data,2026-04-26
Lithuania,1448915.0,0.0,514360.88,9930.0,0.0,3525.123,4604858.0,1958299.0,1881106.0,,66.77875,LTU,Europe,2816923.0,42.632999420166016,Stable,2026-04-26
Indonesia,6830274.0,0.0,24496.148,162059.0,0.0,581.20966,448199870.0,204419400.0,174965140.0,,62.749634,IDN,Asia,278830527.0,29.56100082397461,Insufficient data,2026-04-26
Liechtenstein,21649.0,0.0,550333.0,89.0,0.0,2262.4434,74337.0,26771.0,,,,LIE,Europe,39338.0,44.01399993896485,Insufficient data,2026-04-26
Iran,7627863.0,0.0,85204.44,146837.0,0.0,1640.1925,155461760.0,65199830.0,58585264.0,,65.44067,IRN,Asia,89524247.0,32.340999603271484,Insufficient data,2026-04-26
Libya,507269.0,0.0,70221.87,6437.0,0.0,891.0818,3739158.0,2316327.0,1236102.0,,17.111511,LBY,Africa,7223804.0,26.91699981689453,Insufficient data,2026-04-26
Yemen,11945.0,0.0,312.5092,2159.0,0.0,56.484497,1298654.0,1050202.0,807057.0,,2.1114502,YEM,Asia,38222878.0,18.118000030517575,Insufficient data,2026-04-26
Albania,337234.0,0.0,119264.51,3608.0,0.0,1275.9874,3088966.0,1349255.0,1279333.0,,45.24426,ALB,Europe,2827614.0,35.94300079345703,Insufficient data,2026-04-26
Georgia,1864337.0,0.0,491289.62,17151.0,0.0,4519.6274,2930677.0,1654504.0,1276173.0,,33.62968,GEO,Asia,3794782.0,36.63399887084961,Insufficient data,2026-04-26
Myanmar,643401.0,0.0,11968.739,19494.0,0.0,362.63324,93477100.0,41551930.0,35937796.0,,66.85257,MMR,Asia,53756791.0,29.250999450683597,Insufficient data,2026-04-26
Namibia,172557.0,0.0,59715.164,4110.0,0.0,1422.3087,1005937.0,629767.0,550978.0,,19.067173,NAM,Africa,2889668.0,20.825000762939453,Insufficient data,2026-04-26
Poland,6843546.0,0.0,178283.58,120987.0,0.0,3151.874,58634590.0,22984544.0,22705868.0,,59.15184,POL,Europe,38385734.0,40.86399841308594,Improving,2026-04-26
Djibouti,15690.0,0.0,13798.247,189.0,0.0,166.21214,723789.0,421573.0,401208.0,,35.28341,DJI,Africa,1137101.0,24.084999084472656,Insufficient data,2026-04-26
Pitcairn,4.0,0.0,88888.89,0.0,0.0,0.0,,,,,,PCN,Oceania,,,Insufficient data,2026-04-26
United States,103436829.0,,302859.5,1237889.0,0.0,3624.4966,676728770.0,270227170.0,230637340.0,,67.52983,USA,North America,341534041.0,37.720001220703125,Insufficient data,2026-04-26
Dominica,16047.0,0.0,240055.66,74.0,0.0,1107.0055,67647.0,32995.0,30659.0,,45.864437,DMA,North America,66847.0,35.29499816894531,Insufficient data,2026-04-26
Philippines,4140383.0,0.0,36330.51,66864.0,0.0,586.70984,189317150.0,82684776.0,78443970.0,,68.83203,PHL,Asia,113964343.0,24.86599922180176,Insufficient data,2026-04-26
Argentina,10119291.0,0.0,222853.08,130845.0,0.0,2881.5469,116978520.0,41529056.0,34900612.0,,76.860214,ARG,South America,45407904.0,31.73900032043457,Stable,2026-04-26
Dominican Republic,661103.0,0.0,58865.52,4384.0,0.0,390.3574,16431089.0,7367193.0,6130483.0,,54.586662,DOM,North America,11230734.0,27.316999435424805,Insufficient data,2026-04-26
Peru,4533765.0,0.0,135435.58,221071.0,0.0,6603.9766,91412580.0,30563708.0,28709644.0,,85.76331,PER,South America,33475436.0,29.09600067138672,Improving,2026-04-26
East Timor,23460.0,0.0,17132.854,138.0,0.0,100.781494,2028798.0,886838.0,801759.0,,58.552513,TLS,Asia,1369299.0,20.63999938964844,Insufficient data,2026-04-26
Paraguay,735759.0,0.0,108832.68,19880.0,0.0,2940.6284,9954852.0,3995915.0,3550673.0,,52.521175,PRY,South America,6760460.0,26.045000076293945,Insufficient data,2026-04-26
Ecuador,1082068.0,0.0,60708.824,36064.0,0.0,2023.3507,39585084.0,15345791.0,14249559.0,,79.94636,ECU,South America,17823900.0,27.975000381469727,Insufficient data,2026-04-26
Papua New Guinea,46864.0,0.0,4593.079,670.0,0.0,65.665825,737695.0,382020.0,321192.0,,3.1479607,PNG,Oceania,10203177.0,22.12700080871582,Insufficient data,2026-04-26
Egypt,516023.0,0.0,4582.0547,24830.0,0.0,220.47935,112673540.0,56907320.0,42337176.0,,37.59353,EGY,Africa,112618252.0,23.8129997253418,Insufficient data,2026-04-26
Panama,1045682.0,0.0,237613.14,8834.0,0.0,2007.3737,9201276.0,3746041.0,3178700.0,,72.23046,PAN,North America,4400775.0,29.27300071716309,Increasing,2026-04-26
Portugal,5671586.0,0.0,544450.94,29658.0,0.0,2847.0566,28314796.0,9821414.0,8909769.0,,85.53044,PRT,Europe,10417074.0,45.805999755859375,Insufficient data,2026-04-26
Denmark,3453661.0,0.0,585078.56,10012.0,0.0,1696.1152,14961517.0,4746522.0,4712002.0,,79.82519,DNK,Europe,5902901.0,41.21599960327149,Improving,2026-04-26
Puerto Rico,1252713.0,0.0,386523.84,5938.0,0.0,1832.1664,,,,,,PRI,North America,3240972.0,45.196998596191406,Insufficient data,2026-04-26
Democratic Republic of Congo,101010.0,0.0,986.45496,1474.0,0.0,14.394957,18808672.0,17045720.0,14399520.0,,14.062447,COD,Africa,102396974.0,15.765999794006348,Insufficient data,2026-04-26
United Arab Emirates,1067030.0,0.0,104180.94,2349.0,0.0,229.34784,24922054.0,9991089.0,9792266.0,,95.60813,ARE,Asia,10242085.0,30.902999877929688,Insufficient data,2026-04-26
Costa Rica,1242697.0,0.0,244540.48,9396.0,0.0,1848.9642,13576935.0,4650636.0,4369784.0,,85.98951,CRI,North America,5081764.0,33.5359992980957,Improving,2026-04-26
Saint Helena,2166.0,0.0,403427.1,0.0,0.0,0.0,7892.0,4361.0,3531.0,,65.76643,SHN,Africa,5369.0,50.2140007019043,Insufficient data,2026-04-26
Croatia,1371630.0,0.0,351067.1,18805.0,0.0,4813.1177,5435966.0,2323025.0,2251809.0,,57.63479,HRV,Europe,3907031.0,44.61100006103516,Improving,2026-04-26
Saint Barthelemy,5507.0,0.0,503014.25,5.0,0.0,456.7044,,,,,,BLM,North America,10948.0,38.70700073242188,Insufficient data,2026-04-26
Cuba,1113834.0,0.0,100709.94,8530.0,0.0,771.26013,45995748.0,10805570.0,10053658.0,,90.90253,CUB,North America,11059822.0,41.505001068115234,Insufficient data,2026-04-26
Rwanda,133274.0,0.0,9762.93,1468.0,0.0,107.53771,27322060.0,10884714.0,10399665.0,,76.182304,RWA,Africa,13651025.0,19.21999931335449,Insufficient data,2026-04-26
Palestine,703228.0,0.0,132552.62,5708.0,0.0,1075.9105,3748571.0,2012767.0,1776973.0,,33.49446,PSE,Asia,5305274.0,19.604999542236328,Insufficient data,2026-04-26
Russia,24901467.0,0.0,171050.19,404290.0,0.0,2777.1006,187374510.0,89081600.0,79702400.0,,54.74822,RUS,Europe,145579889.0,39.07099914550781,Insufficient data,2026-04-26
Romania,3604014.0,0.0,188034.44,69095.0,0.0,3604.936,16827486.0,5474507.0,8114769.0,,42.337685,ROU,Europe,19166776.0,42.39099884033203,Improving,2026-04-26
Cyprus,718876.0,0.0,764455.94,1364.0,0.0,1450.4836,1891597.0,671193.0,656138.0,,69.774,CYP,Europe,1331376.0,37.3390007019043,Stable,2026-04-26
Reunion,494595.0,0.0,567493.5,921.0,0.0,1056.7465,,,,,,REU,Africa,871543.0,37.06499862670898,Insufficient data,2026-04-26
United Kingdom,25116977.0,0.0,368395.84,232112.0,0.0,3404.4343,151248820.0,53806964.0,50745900.0,,74.43005,GBR,Europe,68179315.0,39.50400161743164,Improving,2026-04-26
Armenia,454898.0,0.0,157902.45,8785.0,0.0,3049.4155,2256919.0,1150915.0,1030758.0,,35.779274,ARM,Asia,2880880.0,35.814998626708984,Insufficient data,2026-04-26
Czechia,4887225.0,0.0,457896.2,43931.0,0.0,4116.004,19047108.0,6982006.0,6895763.0,,64.60811,CZE,Europe,10673216.0,42.64500045776367,Stable,2026-04-26
Qatar,514524.0,0.0,177884.2,690.0,0.0,238.55077,7609178.0,2852178.0,2852178.0,,98.60714,QAT,Asia,2892466.0,32.45800018310547,Insufficient data,2026-04-26
Curacao,45883.0,0.0,247547.88,305.0,0.0,1645.5355,260324.0,108601.0,100885.0,,54.42946,CUW,North America,185350.0,37.95399856567383,Insufficient data,2026-04-26
Cook Islands,7375.0,0.0,500101.72,2.0,0.0,135.6208,40854.0,15112.0,14728.0,,99.87116,COK,Oceania,14747.0,34.10900115966797,Insufficient data,2026-04-26
Tunisia,1153361.0,0.0,95167.0,29423.0,0.0,2427.773,16553338.0,8896848.0,6401841.0,,52.823357,TUN,Africa,12119338.0,31.74399948120117,Insufficient data,2026-04-26
Palau,6372.0,0.0,358299.6,10.0,0.0,562.3032,,,,,,PLW,Oceania,17784.0,37.48400115966797,Insufficient data,2026-04-26
Uzbekistan,175158.0,0.0,5013.2583,1016.0,0.0,29.079292,83937950.0,22094470.0,18451780.0,,52.81149,UZB,Asia,34938953.0,26.836000442504883,Insufficient data,2026-04-26
Finland,1518514.0,0.0,272657.97,11466.0,0.0,2058.7866,13327120.0,4524288.0,4347113.0,,78.054924,FIN,Europe,5569300.0,42.5260009765625,Improving,2026-04-26
Nicaragua,16807.0,0.0,2497.0798,245.0,0.0,36.40058,15507763.0,6404524.0,6126708.0,,91.026825,NIC,North America,6730662.0,24.91200065612793,Insufficient data,2026-04-26
New Zealand,2668236.0,0.0,519948.53,4538.0,0.0,884.302,13382576.0,4302330.0,4291717.0,,83.63098,NZL,Oceania,5131731.0,37.06800079345703,Insufficient data,2026-04-26
Angola,107487.0,0.0,3016.3298,1937.0,0.0,54.35663,27819132.0,16550642.0,9609080.0,,26.965265,AGO,Africa,35635028.0,16.389999389648438,Insufficient data,2026-04-26
France,39060272.0,,607682.7,168207.0,,2616.8914,158060080.0,54677680.0,53192480.0,,80.257324,FRA,Europe,66277412.0,41.56700134277344,Insufficient data,2026-04-26
New Caledonia,80203.0,0.0,279326.44,314.0,0.0,1093.5813,480702.0,192375.0,184816.0,,64.36666,NCL,Oceania,287130.0,33.5890007019043,Insufficient data,2026-04-26
French Guiana,98041.0,0.0,328644.84,413.0,0.0,1384.4241,,,,,,GUF,South America,298319.0,25.23500061035156,Insufficient data,2026-04-26
Netherlands,8657462.0,0.0,483537.66,22986.0,0.0,1283.817,39764184.0,12582081.0,11768644.0,,65.73038,NLD,Europe,17904421.0,41.4630012512207,Improving,2026-04-26
French Polynesia,79451.0,0.0,283360.9,650.0,0.0,2318.216,502952.0,190908.0,186803.0,,66.62304,PYF,Oceania,280388.0,34.15999984741211,Insufficient data,2026-04-26
Nepal,1003968.0,0.0,33786.08,12034.0,0.0,404.97473,62627628.0,27883196.0,24471044.0,,82.35129,NPL,Asia,29715435.0,24.356000900268555,Insufficient data,2026-04-26
Vanuatu,12019.0,0.0,38391.88,14.0,0.0,44.71972,366638.0,176624.0,162250.0,,51.82696,VUT,Oceania,313061.0,20.121000289916992,Insufficient data,2026-04-26
Gabon,49069.0,0.0,20186.773,307.0,0.0,126.29847,572672.0,311244.0,257471.0,,10.592245,GAB,Africa,2430750.0,21.475000381469727,Insufficient data,2026-04-26
Nauru,5393.0,0.0,456183.38,1.0,0.0,84.58806,32157.0,13106.0,11346.0,,95.97361,NRU,Oceania,11822.0,20.572999954223636,Insufficient data,2026-04-26
Gambia,12627.0,0.0,4789.355,372.0,0.0,141.09766,1444492.0,674314.0,539186.0,,20.451042,GMB,Africa,2636472.0,17.985000610351562,Insufficient data,2026-04-26
Niger,9591.0,0.0,378.91153,315.0,0.0,12.444701,7372208.0,6248483.0,5483001.0,,21.661686,NER,Africa,25311978.0,15.10200023651123,Insufficient data,2026-04-26
Fiji,69047.0,0.0,75097.78,885.0,0.0,962.555,1555182.0,712025.0,641194.0,,69.73836,FJI,Oceania,919428.0,27.475000381469727,Insufficient data,2026-04-26
Nigeria,267237.0,0.0,1197.5618,3155.0,0.0,14.138414,133048024.0,93829430.0,81297810.0,,36.431763,NGA,Africa,223150906.0,17.566999435424805,Insufficient data,2026-04-26
Faroe Islands,34658.0,0.0,641351.6,28.0,0.0,518.1443,103894.0,41715.0,40895.0,,75.67683,FRO,Europe,54039.0,37.53799819946289,Insufficient data,2026-04-26
Antigua and Barbuda,9106.0,0.0,98072.16,146.0,0.0,1572.4286,136512.0,64290.0,62384.0,,67.187935,ATG,North America,92850.0,35.071998596191406,Insufficient data,2026-04-26
Equatorial Guinea,17130.0,0.0,9497.939,183.0,0.0,101.466606,488738.0,270109.0,214032.0,,11.867269,GNQ,Africa,1803549.0,21.016000747680664,Insufficient data,2026-04-26
Pakistan,1580631.0,0.0,6485.9526,30656.0,0.0,125.79366,340974140.0,165567890.0,140475870.0,,57.64279,PAK,Asia,243700667.0,20.14800071716309,Insufficient data,2026-04-26
Eritrea,10189.0,0.0,2988.4585,103.0,0.0,30.210152,,,,,,ERI,Africa,3409450.0,18.405000686645508,Insufficient data,2026-04-26
Oman,399449.0,0.0,84446.016,4628.0,0.0,978.3881,7108547.0,3279632.0,3048826.0,,64.45409,OMN,Asia,4730229.0,28.972999572753903,Insufficient data,2026-04-26
Estonia,617803.0,0.0,457600.34,3439.0,0.0,2547.232,2171520.0,870202.0,862739.0,,63.90219,EST,Europe,1350093.0,41.625,Improving,2026-04-26
Norway,1552139.0,0.0,284441.47,5732.0,0.0,1050.4332,13020641.0,4346995.0,4061312.0,,74.42668,NOR,Europe,5456796.0,39.43600082397461,Stable,2026-04-26
El Salvador,202066.0,0.0,32174.496,4230.0,0.0,673.53296,11459448.0,4659970.0,4397817.0,,70.025406,SLV,North America,6280316.0,26.51000022888184,Insufficient data,2026-04-26
Uruguay,1043250.0,0.0,307660.5,7696.0,0.0,2269.5952,9037498.0,3010464.0,2903186.0,,85.616646,URY,South America,3390913.0,35.49599838256836,Increasing,2026-04-26
Northern Mariana Islands,14985.0,0.0,325047.2,41.0,0.0,889.3516,,,,,,MNP,Oceania,46101.0,35.17900085449219,Insufficient data,2026-04-26
North Macedonia,352093.0,0.0,191330.34,9991.0,0.0,5429.195,1862987.0,854570.0,838181.0,,45.547474,MKD,Europe,1840236.0,39.90999984741211,Insufficient data,2026-04-26
Anguilla,3904.0,0.0,274890.88,12.0,0.0,844.9514,24864.0,10858.0,10382.0,,73.10238,AIA,North America,14202.0,37.77299880981445,Insufficient data,2026-04-26
Ethiopia,501339.0,0.0,3998.4197,7574.0,0.0,60.406296,68856790.0,52489510.0,43653010.0,,34.815372,ETH,Africa,125384285.0,18.527999877929688,Insufficient data,2026-04-26
North Korea,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,PRK,Asia,26328843.0,35.80500030517578,Insufficient data,2026-04-26
Falkland Islands,1923.0,0.0,547083.94,0.0,0.0,0.0,4407.0,2632.0,1775.0,,50.497868,FLK,South America,3515.0,40.935001373291016,Insufficient data,2026-04-26
Niue,1092.0,0.0,592190.9,0.0,0.0,0.0,4923.0,1638.0,1635.0,,88.66595,NIU,Oceania,1844.0,36.72100067138672,Insufficient data,2026-04-26
Eswatini,75356.0,0.0,61821.89,1427.0,0.0,1170.7075,870205.0,526050.0,427335.0,,35.058464,SWZ,Africa,1218921.0,21.76799964904785,Insufficient data,2026-04-26
Zimbabwe,266436.0,0.0,16580.682,5740.0,0.0,357.2082,13935112.0,7525882.0,5662119.0,,35.236153,ZWE,Africa,16069061.0,17.683000564575195,Insufficient data,2026-04-26
